Ticker;Ind. Id;Indicadores;Atual;2022;2021;2020;2019;2018;2017;2016;2015;2014
CTSA4;22;M.EBIT;-10,81%;5,96%;8,32%;2,86%;7,51%;27,49%;8,69%;1,32%;-4,82%;2,68%
CTSA4;23;M.LIQ;-21,65%;1,51%;4,51%;-0,79%;2,30%;16,41%;4,77%;-0,84%;-6,20%;0,24%
CTSA4;24;ROE;-11,60%;1,99%;8,89%;-1,33%;3,68%;25,86%;7,59%;-1,28%;-8,40%;0,35%
CTSA4;25;ROA;-5,77%;0,99%;4,04%;-0,58%;1,77%;11,41%;3,88%;-0,72%;-4,97%;0,22%
CTSA4;26;ROIC;-5,53%;1,74%;8,85%;1,39%;6,60%;15,88%;7,71%;0,72%;-7,69%;2,65%
CTSA4;27;GIRO ATIVOS;0,27;0,66;0,89;0,73;0,77;0,7;0,81;0,86;0,8;0,92
CTSA4;28;CAGR REC. 5;-0,42%;-0,42%;9,79%;6,86%;2,57%;2,58%;2,41%;0,33%;1,43%;8,89%
CTSA4;29;CAGR LUCRO 5;-%;-20,88%;-%;-%;61,71%;15,20%;-9,04%;-%;-%;-44,83%
CTSA8;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
CTSA8;1;P/L;0;-;-;-;-;-;-;-;-;-
CTSA8;2;PEG RATIO;0;-;-;-;-;-;-;-;-;-
CTSA8;3;P/VP;0;-;-;-;-;-;-;-;-;-
CTSA8;4;EV/EBITDA;-;-;-;-;-;-;-;-;-;-
CTSA8;5;EV/EBIT;-10,74;-;-;-;-;-;-;-;-;-
CTSA8;6;P/EBITDA;-;-;-;-;-;-;-;-;-;-
CTSA8;7;P/EBIT;0;-;-;-;-;-;-;-;-;-
CTSA8;8;VPA;11,19;11,19;2,74;2,55;7,33;7,06;6,68;6,3;6,38;6,91
CTSA8;9;P/ATIVO;0;-;-;-;-;-;-;-;-;-
CTSA8;10;LPA;-1,3;0,22;0,24;-0,03;0,27;1,83;0,51;-0,08;-0,54;0,02
CTSA8;11;P/SR;0;-;-;-;-;-;-;-;-;-
CTSA8;12;P/CAP. GIRO;0;-;-;-;-;-;-;-;-;-
CTSA8;13;P/ATIVO CIR. LIQ;0;-;-;-;-;-;-;-;-;-
CTSA8;14;DÍV. LIQ/PL;0,42;0,42;0,52;0,88;0,72;1,02;0,68;0,56;0,51;0,43
CTSA8;15;DIV. LIQ/EBITDA;-;3,73;2,57;9,64;4,4;-;3,72;8,42;-23,09;4,72
CTSA8;16;DIV. LIQ/EBIT;-7,33;5,41;3,18;18,49;5,96;2,35;4,89;28,03;-7,74;10,81
CTSA8;17;PL/ATIVOS;0,5;0,5;0,45;0,44;0,48;0,44;0,51;0,57;0,59;0,62
CTSA8;18;PASSIVOS/ATIVOS;0,5;0,5;0,55;0,56;0,52;0,56;0,49;0,43;0,41;0,38
CTSA8;19;LIQ. CORRENTE;0,78;0,78;1,08;1,01;1,36;1,23;1,16;1,32;1,56;1,96
CTSA8;20;M.BRUTA;-12,29%;8,73%;15,79%;15,55%;20,92%;23,19%;22,03%;16,34%;13,71%;16,48%
CTSA8;21;M.EBITDA;-%;8,65%;10,32%;5,48%;10,18%;-%;11,42%;4,38%;-1,62%;6,14%
CTSA8;22;M.EBIT;-10,81%;5,96%;8,32%;2,86%;7,51%;27,49%;8,69%;1,32%;-4,82%;2,68%
CTSA8;23;M.LIQ;-21,65%;1,51%;4,51%;-0,79%;2,30%;16,41%;4,77%;-0,84%;-6,20%;0,24%
CTSA8;24;ROE;-11,60%;1,99%;8,89%;-1,33%;3,68%;25,86%;7,59%;-1,28%;-8,40%;0,35%
CTSA8;25;ROA;-5,77%;0,99%;4,04%;-0,58%;1,77%;11,41%;3,88%;-0,72%;-4,97%;0,22%
CTSA8;26;ROIC;-5,53%;1,74%;8,85%;1,39%;6,60%;15,88%;7,71%;0,72%;-7,69%;2,65%
CTSA8;27;GIRO ATIVOS;0,27;0,66;0,89;0,73;0,77;0,7;0,81;0,86;0,8;0,92
CTSA8;28;CAGR REC. 5;-0,42%;-0,42%;9,79%;6,86%;2,57%;2,58%;2,41%;0,33%;1,43%;8,89%
CTSA8;29;CAGR LUCRO 5;-%;-20,88%;-%;-%;61,71%;15,20%;-9,04%;-%;-%;-44,83%
CURY3;0;D.Y;4,73%;4,07%;8,08%;-%;-%;-%;-%;;;
CURY3;1;P/L;11,77;11,2;6,82;18,88;-;-;-;;;
CURY3;2;PEG RATIO;0,56;1,11;-;-;-;-;-;;;
CURY3;3;P/VP;5,27;4,92;3,46;6,2;-;-;-;;;
CURY3;4;EV/EBITDA;-;7,48;4,63;12;-;-;-;;;
CURY3;5;EV/EBIT;8,43;7,89;4,89;12,8;-;-;-;;;
CURY3;6;P/EBITDA;-;8,16;5,15;12,64;-;-;-;;;
CURY3;7;P/EBIT;9,31;8,6;5,43;13,49;-;-;-;;;
CURY3;8;VPA;3,16;2,58;2,03;1,68;-;-;-;;;
CURY3;9;P/ATIVO;1,54;1,32;0,79;1,85;-;-;-;;;
CURY3;10;LPA;1,42;1,13;1,03;0,55;-;-;-;;;
CURY3;11;P/SR;1,83;1,64;1,18;2,65;-;-;-;;;
CURY3;12;P/CAP. GIRO;3,67;3,71;2,79;4,04;-;-;-;;;
CURY3;13;P/ATIVO CIR. LIQ;-5,83;-5,03;-2,72;-10,39;-;-;-;;;
CURY3;14;DÍV. LIQ/PL;-0,5;-0,41;-0,34;-0,32;-0,13;-0,16;-0,05;;;
CURY3;15;DIV. LIQ/EBITDA;-;-0,68;-0,51;-0,64;-0,11;-0,17;-0,08;;;
CURY3;16;DIV. LIQ/EBIT;-0,89;-0,72;-0,54;-0,69;-0,12;-0,17;-0,09;;;
CURY3;17;PL/ATIVOS;0,29;0,27;0,23;0,3;0,17;0,19;0,17;;;
CURY3;18;PASSIVOS/ATIVOS;0,66;0,69;0,72;0,61;0,72;0,69;0,74;;;
CURY3;19;LIQ. CORRENTE;2,34;1,93;1,66;2,25;1,67;1,88;1,41;;;
CURY3;20;M.BRUTA;37,81%;37,08%;37,09%;37,42%;34,92%;34,20%;29,94%;;;
CURY3;21;M.EBITDA;-%;20,07%;22,84%;20,97%;24,00%;21,25%;16,56%;;;
CURY3;22;M.EBIT;19,69%;19,02%;21,65%;19,66%;23,30%;20,86%;15,66%;;;
CURY3;23;M.LIQ;15,56%;14,61%;17,24%;14,05%;15,71%;14,24%;13,86%;;;
CURY3;24;ROE;44,76%;43,88%;50,71%;32,85%;74,96%;61,54%;53,18%;;;
CURY3;25;ROA;13,12%;11,79%;11,54%;9,78%;12,43%;11,60%;8,84%;;;
CURY3;26;ROIC;26,74%;27,44%;30,10%;21,63%;33,11%;30,76%;21,69%;;;
CURY3;27;GIRO ATIVOS;0,84;0,81;0,67;0,7;0,79;0,81;0,64;;;
CURY3;28;CAGR REC. 5;22,62%;22,62%;-%;-%;-%;-%;-%;;;
CURY3;29;CAGR LUCRO 5;29,64%;23,93%;-%;-%;-%;-%;-%;;;
CVCB3;0;D.Y;-%;-%;-%;-%;1,01%;0,82%;0,94%;3,83%;5,53%;1,45%
CVCB3;1;P/L;-2,77;-2,87;-6,34;-2,97;144,44;33,14;29,1;17,91;10,59;13,8
CVCB3;2;PEG RATIO;2,84;0,32;-;-;-;1,6;1,12;4,7;0,61;-
CVCB3;3;P/VP;3,04;3,93;8,04;78,07;7,81;8,23;8,2;5,08;3,19;4,38
CVCB3;4;EV/EBITDA;14,64;7,97;-12,86;-3,46;16,12;15,22;12,66;6,87;4,73;5,58
CVCB3;5;EV/EBIT;-18,27;-35,31;-6,81;-2,93;23,26;18,4;14,51;7,79;5,12;6,05
CVCB3;6;P/EBITDA;11,34;7,47;-12,84;-2,99;13,16;13,6;11,63;6,39;4,36;5,73
CVCB3;7;P/EBIT;-14,15;-33,13;-6,8;-2,53;18,99;16,44;13,32;7,25;4,72;6,2
CVCB3;8;VPA;0,98;1,14;1,67;0,26;5,61;7,43;5,91;4,67;4,24;3,54
CVCB3;9;P/ATIVO;0,33;0,32;0,61;0,7;0,94;1,45;1,36;0,96;0,64;0,88
CVCB3;10;LPA;-1,08;-1,56;-2,12;-6,92;0,3;1,85;1,67;1,32;1,27;1,12
CVCB3;11;P/SR;1,05;1,02;3,66;5,69;3,7;5,29;5,5;2,99;2,06;2,81
CVCB3;12;P/CAP. GIRO;-3,21;-1,07;-8,01;-38,18;98,71;9,2;9,28;10,94;5,79;11,33
CVCB3;13;P/ATIVO CIR. LIQ;-0,73;-0,64;-1,53;-1,8;-2,71;-5,83;-5,69;-4,62;-2,72;-6,69
CVCB3;14;DÍV. LIQ/PL;0,9;0,26;0,01;12,3;1,76;0,98;0,73;0,38;0,27;-0,11
CVCB3;15;DIV. LIQ/EBITDA;3,34;0,49;-0,01;-0,47;2,96;1,62;1,03;0,48;0,37;-0,14
CVCB3;16;DIV. LIQ/EBIT;-4,16;-2,18;-0,01;-0,4;4,28;1,96;1,18;0,54;0,4;-0,16
CVCB3;17;PL/ATIVOS;0,11;0,08;0,08;0,01;0,12;0,18;0,16;0,19;0,2;0,2
CVCB3;18;PASSIVOS/ATIVOS;0,89;0,92;0,92;0,99;0,88;0,82;0,84;0,78;0,77;0,8
CVCB3;19;LIQ. CORRENTE;0,84;0,63;0,89;0,97;1,01;1,27;1,23;1,12;1,17;1,1
CVCB3;20;M.BRUTA;100,00%;100,00%;100,00%;82,80%;92,07%;92,47%;100,00%;100,00%;100,00%;100,00%
CVCB3;21;M.EBITDA;9,27%;13,63%;-28,46%;-190,54%;28,09%;38,91%;47,27%;46,81%;47,16%;49,13%
CVCB3;22;M.EBIT;-7,43%;-3,08%;-53,72%;-224,58%;19,47%;32,18%;41,26%;41,30%;43,59%;45,36%
CVCB3;23;M.LIQ;-37,97%;-35,48%;-57,68%;-191,51%;2,56%;15,97%;18,89%;16,70%;19,41%;20,40%
CVCB3;24;ROE;-109,80%;-136,96%;-126,93%;-2626,49%;5,41%;24,84%;28,19%;28,36%;30,07%;31,76%
CVCB3;25;ROA;-11,90%;-11,06%;-9,61%;-23,48%;0,65%;4,38%;4,51%;5,34%;6,01%;6,35%
CVCB3;26;ROIC;-7,90%;-10,22%;-36,79%;-109,51%;10,14%;17,21%;22,65%;33,57%;33,68%;53,31%
CVCB3;27;GIRO ATIVOS;0,31;0,31;0,17;0,12;0,26;0,27;0,24;0,32;0,31;0,31
CVCB3;28;CAGR REC. 5;0,61%;0,61%;-4,94%;-6,66%;19,77%;21,43%;13,71%;12,29%;12,50%;-%
CVCB3;29;CAGR LUCRO 5;-%;-%;-%;-%;-20,92%;19,33%;61,93%;10,09%;17,97%;-%
CXSE3;0;D.Y;8,84%;7,77%;2,93%;-%;-%;-%;-%;-%;;
CXSE3;1;P/L;9,72;8,48;13,23;-;-;-;-;-;;
CXSE3;2;PEG RATIO;0,25;0,15;-;-;-;-;-;-;;
CXSE3;3;P/VP;2,69;2,3;2,38;-;-;-;-;-;;
CXSE3;4;EV/EBITDA;-;-;-;-;-;-;-;-;;
CXSE3;5;EV/EBIT;8,27;7,27;11,79;-;-;-;-;-;;
CXSE3;6;P/EBITDA;-;-;-;-;-;-;-;-;;
CXSE3;7;P/EBIT;8,74;7,54;11,97;-;-;-;-;-;;
CXSE3;8;VPA;4,25;3,63;3,52;-;-;-;-;-;;
CXSE3;9;P/ATIVO;2,66;2,14;2,35;-;-;-;-;-;;
CXSE3;10;LPA;1,18;0,98;0,63;-;-;-;-;-;;
CXSE3;11;P/SR;-;-;-;-;-;-;-;-;;
CXSE3;12;P/CAP. GIRO;17,94;29,48;28,62;-;-;-;-;-;;
CXSE3;13;P/ATIVO CIR. LIQ;-3,16;-2,49;-2,59;-;-;-;-;-;;
CXSE3;14;DÍV. LIQ/PL;-0,15;-0,08;-0,03;-0,09;-0,1;-0,06;-0,1;-0,06;;
CXSE3;15;DIV. LIQ/EBITDA;-;-;-;-;-;-;-;-;;
CXSE3;16;DIV. LIQ/EBIT;-0,48;-0,28;-0,17;-0,38;-0,29;-0,15;-0,27;-0,18;;
CXSE3;17;PL/ATIVOS;0,99;0,93;0,99;0,96;0,91;0,97;0,91;0,95;;
CXSE3;18;PASSIVOS/ATIVOS;0,01;0,07;0,01;0,04;0,05;0,02;0,07;0,04;;
CXSE3;19;LIQ. CORRENTE;17,58;2,04;10,21;2,46;3,23;8,51;2,23;3,02;;
CXSE3;20;M.BRUTA;-%;-%;-%;-%;-%;-%;-%;-%;;
CXSE3;21;M.EBITDA;-%;-%;-%;-%;-%;-%;-%;-%;;
CXSE3;22;M.EBIT;-%;-%;-%;-%;-%;-%;-%;-%;;
CXSE3;23;M.LIQ;-%;-%;-%;-%;-%;-%;-%;-%;;
CXSE3;24;ROE;27,65%;27,12%;17,96%;19,48%;31,23%;32,70%;31,62%;29,21%;;
CXSE3;25;ROA;27,40%;25,22%;17,80%;18,71%;28,36%;31,61%;28,93%;27,71%;;
CXSE3;26;ROIC;26,40%;25,79%;17,01%;19,25%;29,20%;31,58%;30,50%;28,53%;;
CXSE3;27;GIRO ATIVOS;0;0;0;0;0;0;0;0;;
CXSE3;28;CAGR REC. 5;-%;-%;-%;-%;-%;-%;-%;-%;;
CXSE3;29;CAGR LUCRO 5;22,12%;17,85%;11,72%;-%;-%;-%;-%;-%;;
CYRE3;0;D.Y;2,49%;4,32%;6,89%;6,16%;6,13%;7,24%;0,71%;2,72%;5,53%;3,83%
CYRE3;1;P/L;9,09;6,46;6,9;6,69;28,54;-73,3;-55,63;27,12;6,7;6,97
CYRE3;2;PEG RATIO;0,89;-0,56;-;-;-;6,54;0,34;-0,41;-0,21;-0,87
CYRE3;3;P/VP;1,05;0,73;1,02;2,14;2,49;1,2;0,89;0,68;0,51;0,81
CYRE3;4;EV/EBITDA;11,55;9,54;9,24;6,83;26,73;-;-;-;-;-
CYRE3;5;EV/EBIT;10,09;7,94;7;5,74;22,05;136,35;393,36;25,08;6,82;7,51
CYRE3;6;P/EBITDA;9,05;6,88;7,83;6,37;24,39;-;-;-;-;-
CYRE3;7;P/EBIT;7,9;5,72;5,93;5,34;20,12;117,92;314,22;17,16;4,46;4,8
CYRE3;8;VPA;19,47;17,82;15,51;13,77;11,91;12,88;14,82;15,04;14,73;13,58
CYRE3;9;P/ATIVO;0,48;0,32;0,46;1,03;1,19;0,63;0,51;0,35;0,24;0,34
CYRE3;10;LPA;2,26;2,02;2,29;4,4;1,04;-0,21;-0,24;0,38;1,12;1,59
CYRE3;11;P/SR;1,39;0,97;1,32;3,08;3,02;1,97;1,98;1,28;0,69;0,79
CYRE3;12;P/CAP. GIRO;1,41;0,96;1,17;2,98;3,75;1,46;1,19;0,73;0,56;1,01
CYRE3;13;P/ATIVO CIR. LIQ;-1;-0,71;-1,07;-2,19;-2,56;-1,58;-1,41;-1,04;-0,7;-0,96
CYRE3;14;DÍV. LIQ/PL;0,29;0,28;0,18;0,16;0,24;0,19;0,22;0,31;0,27;0,46
CYRE3;15;DIV. LIQ/EBITDA;2,51;2,66;1,41;0,47;2,34;-;-;-;-;-
CYRE3;16;DIV. LIQ/EBIT;2,19;2,21;1,07;0,39;1,93;18,43;79,14;7,92;2,36;2,71
CYRE3;17;PL/ATIVOS;0,46;0,43;0,45;0,48;0,48;0,52;0,57;0,51;0,46;0,42
CYRE3;18;PASSIVOS/ATIVOS;0,5;0,54;0,51;0,49;0,48;0,44;0,39;0,43;0,48;0,53
CYRE3;19;LIQ. CORRENTE;2,93;2,48;3,11;2,88;2,44;3,52;3,01;3,48;2,78;2,13
CYRE3;20;M.BRUTA;32,09%;32,04%;34,77%;32,70%;30,93%;26,54%;27,47%;33,25%;34,62%;32,12%
CYRE3;21;M.EBITDA;15,32%;14,03%;16,82%;48,40%;12,38%;-%;-%;-%;-%;-%
CYRE3;22;M.EBIT;17,55%;16,87%;22,19%;57,66%;15,01%;1,67%;0,63%;7,49%;15,50%;16,51%
CYRE3;23;M.LIQ;15,25%;14,95%;19,09%;46,04%;10,58%;-2,68%;-3,55%;4,74%;10,32%;11,37%
CYRE3;24;ROE;11,59%;11,36%;14,75%;31,98%;8,73%;-1,64%;-1,60%;2,52%;7,61%;11,69%
CYRE3;25;ROA;5,30%;4,88%;6,61%;15,40%;4,16%;-0,86%;-0,91%;1,27%;3,52%;4,93%
CYRE3;26;ROIC;6,62%;6,28%;9,33%;20,53%;6,56%;-0,20%;-0,54%;1,62%;5,52%;7,96%
CYRE3;27;GIRO ATIVOS;0,35;0,33;0,35;0,33;0,39;0,32;0,26;0,27;0,34;0,43
CYRE3;28;CAGR REC. 5;15,15%;15,15%;8,44%;-2,51%;-7,54%;-10,15%;-13,84%;-12,21%;-2,35%;7,31%
CYRE3;29;CAGR LUCRO 5;-%;-%;43,29%;31,49%;-8,87%;-%;-%;-21,20%;-5,69%;-1,93%
DASA3;0;D.Y;0,99%;0,71%;1,74%;-%;0,98%;2,08%;0,51%;0,57%;0,62%;0,91%
DASA3;1;P/L;-8,78;-19,89;-81,6;-231,16;145,71;45,68;65,23;58,29;132,25;42,21
DASA3;2;PEG RATIO;-0,06;-0,28;-;-;-;1,13;1,68;0,2;-1,86;-1,13
DASA3;3;P/VP;0,93;1,09;2,45;9,86;5,56;2,52;2,57;1,93;1,13;1,25
DASA3;4;EV/EBITDA;7,25;7,56;22,12;41,5;23,57;16,32;17,35;11,74;11,36;10,33
DASA3;5;EV/EBIT;15,61;15,82;254,43;232,26;50,54;28,59;29,08;20,71;24,64;17,14
DASA3;6;P/EBITDA;3,29;3,62;18,16;37,4;21,29;13,91;15,22;10,44;9,12;8,42
DASA3;7;P/EBIT;7,09;7,57;208,87;209,3;45,65;24,36;25,51;18,41;19,78;13,97
DASA3;8;VPA;10,55;12,63;13,76;7,35;10,39;10,7;10,7;9,17;8,94;8,89
DASA3;9;P/ATIVO;0,27;0,29;0,8;2,61;2,06;1,17;1,37;1,07;0,67;0,75
DASA3;10;LPA;-1,12;-0,69;-0,41;-0,31;0,4;0,59;0,42;0,3;0,08;0,26
DASA3;11;P/SR;0,52;0,59;1,77;4,95;4,17;2,14;2,52;1,82;1,13;1,29
DASA3;12;P/CAP. GIRO;4,27;4,95;-225,1;29,1;25,53;9,52;103,22;9,52;5,22;5,62
DASA3;13;P/ATIVO CIR. LIQ;-0,39;-0,4;-1,13;-3,82;-2,77;-1,71;-1,84;-1,52;-0,95;-1,09
DASA3;14;DÍV. LIQ/PL;1,13;1,18;0,53;1,08;0,6;0,44;0,36;0,24;0,28;0,28
DASA3;15;DIV. LIQ/EBITDA;3,98;3,94;3,96;4,1;2,28;2,41;2,13;1,3;2,24;1,91
DASA3;16;DIV. LIQ/EBIT;8,58;8,25;45,56;22,96;4,89;4,23;3,57;2,3;4,85;3,17
DASA3;17;PL/ATIVOS;0,29;0,26;0,32;0,27;0,37;0,46;0,53;0,55;0,6;0,6
DASA3;18;PASSIVOS/ATIVOS;0,71;0,74;0,68;0,73;0,63;0,54;0,47;0,45;0,4;0,4
DASA3;19;LIQ. CORRENTE;1,27;1,25;0,99;1,4;1,46;1,63;1,06;1,61;1,81;1,76
DASA3;20;M.BRUTA;28,78%;28,93%;29,92%;24,94%;35,43%;35,51%;34,15%;31,72%;27,50%;31,16%
DASA3;21;M.EBITDA;15,83%;16,21%;9,77%;13,24%;19,56%;15,39%;16,57%;17,40%;12,36%;15,30%
DASA3;22;M.EBIT;7,35%;7,74%;0,85%;2,37%;9,13%;8,79%;9,89%;9,87%;5,70%;9,22%
DASA3;23;M.LIQ;-5,93%;-2,95%;-2,17%;-2,14%;2,86%;4,69%;3,87%;3,12%;0,85%;3,05%
DASA3;24;ROE;-10,61%;-5,47%;-3,00%;-4,26%;3,81%;5,53%;3,94%;3,31%;0,85%;2,97%
DASA3;25;ROA;-3,11%;-1,44%;-0,97%;-1,13%;1,41%;2,55%;2,10%;1,83%;0,51%;1,79%
DASA3;26;ROIC;4,96%;4,45%;-0,45%;1,07%;6,40%;5,75%;5,67%;4,75%;3,22%;4,73%
DASA3;27;GIRO ATIVOS;0,52;0,49;0,45;0,53;0,49;0,54;0,54;0,59;0,6;0,59
DASA3;28;CAGR REC. 5;31,03%;31,03%;27,93%;20,30%;10,10%;9,95%;8,47%;6,88%;13,22%;14,21%
DASA3;29;CAGR LUCRO 5;-%;-%;-%;-%;8,68%;7,03%;9,06%;-8,22%;-24,64%;-3,48%
DESK3;0;D.Y;0,12%;0,18%;-%;-%;;;;;;
DESK3;1;P/L;23,54;14,55;61,85;-;;;;;;
DESK3;2;PEG RATIO;0,16;0,17;-;-;;;;;;
DESK3;3;P/VP;1,54;0,75;1,81;-;;;;;;
DESK3;4;EV/EBITDA;6,59;-;14,9;-;;;;;;
DESK3;5;EV/EBIT;8,91;6,05;26,86;-;;;;;;
DESK3;6;P/EBITDA;4,83;-;12,87;-;;;;;;
DESK3;7;P/EBIT;6,53;3,18;23,2;-;;;;;;
DESK3;8;VPA;10,66;10,7;10,13;-;;;;;;
DESK3;9;P/ATIVO;0,66;0,28;0,74;-;;;;;;
DESK3;10;LPA;0,7;0,55;0,3;-;;;;;;
DESK3;11;P/SR;2,21;0,98;4,57;-;;;;;;
DESK3;12;P/CAP. GIRO;-60,47;-11,5;6,34;-;;;;;;
DESK3;13;P/ATIVO CIR. LIQ;-0,75;-0,33;-0,99;-;;;;;;
DESK3;14;DÍV. LIQ/PL;0,55;0,67;0,28;1,07;;;;;;
DESK3;15;DIV. LIQ/EBITDA;1,74;-;2,03;1,79;;;;;;
DESK3;16;DIV. LIQ/EBIT;2,35;2,87;3,65;2,57;;;;;;
DESK3;17;PL/ATIVOS;0,43;0,37;0,41;0,28;;;;;;
DESK3;18;PASSIVOS/ATIVOS;0,56;0,62;0,59;0,72;;;;;;
DESK3;19;LIQ. CORRENTE;0,92;0,87;1,85;1,18;;;;;;
DESK3;20;M.BRUTA;61,69%;59,13%;56,91%;67,48%;;;;;;
DESK3;21;M.EBITDA;45,77%;-%;35,51%;40,91%;;;;;;
DESK3;22;M.EBIT;33,85%;30,87%;19,70%;28,44%;;;;;;
DESK3;23;M.LIQ;9,40%;6,75%;7,39%;16,05%;;;;;;
DESK3;24;ROE;6,54%;5,14%;2,93%;23,45%;;;;;;
DESK3;25;ROA;2,78%;1,90%;1,19%;6,63%;;;;;;
DESK3;26;ROIC;13,19%;10,95%;4,09%;10,97%;;;;;;
DESK3;27;GIRO ATIVOS;0,3;0,28;0,16;0,41;;;;;;
DESK3;28;CAGR REC. 5;-%;-%;-%;-%;;;;;;
DESK3;29;CAGR LUCRO 5;-%;-%;-%;-%;;;;;;
DEXP3;0;D.Y;2,48%;5,59%;8,08%;1,39%;-%;-%;-%;-%;-%;-%
DEXP3;1;P/L;6,39;4,32;5,1;5,82;10,03;495,77;72,21;160,42;-0,79;-7,11
DEXP3;2;PEG RATIO;0,33;-0,2;-;-;-;-5,41;1,33;-0,7;-0,01;0,09
DEXP3;3;P/VP;1,48;1,14;2,24;2,47;1,41;20,92;37,57;436,7;-1,44;7,82
DEXP3;4;EV/EBITDA;2,94;2,47;4,38;3,96;-;-;-;-;-;-
DEXP3;5;EV/EBIT;3,25;2,69;4,81;4,52;-;-;-;-;-;-
DEXP3;6;P/EBITDA;3,36;2,12;3,51;3,46;4,12;-;-;-;-;-
DEXP3;7;P/EBIT;3,71;2,32;3,85;3,94;5,03;67,04;54,78;78,82;5,4;12,4
DEXP3;8;VPA;7,34;6,07;4,66;8,97;28,38;0,45;0,43;0,05;-0,06;0,05
DEXP3;9;P/ATIVO;0,72;0,5;0,76;0,82;0,31;3,95;7,24;11,61;0,05;0,21
DEXP3;10;LPA;1,7;1,59;2,04;3,8;3,98;0,02;0,23;0,15;-0,11;-0,06
DEXP3;11;P/SR;0,57;0,31;0,55;0,7;0,31;4,59;12,11;19,27;0,08;0,39
DEXP3;12;P/CAP. GIRO;1,6;1,32;2,32;5,05;5,33;46,87;139,76;120,89;-0,33;-4,46
DEXP3;13;P/ATIVO CIR. LIQ;-2,07;-1,22;-2,2;-1,4;-0,46;-5,69;-9,39;-21,04;-0,08;-0,36
DEXP3;14;DÍV. LIQ/PL;-0,18;0,19;0,57;0,37;1,02;1,03;0,66;9;-;11,95
DEXP3;15;DIV. LIQ/EBITDA;-0,4;0,36;0,9;0,47;2,98;-;-;-;-;-
DEXP3;16;DIV. LIQ/EBIT;-0,45;0,39;0,99;0,54;3,63;3,29;0,96;1,62;38,8;18,96
DEXP3;17;PL/ATIVOS;0,49;0,44;0,34;0,3;0,22;0,19;0,19;0,03;-0,03;0,03
DEXP3;18;PASSIVOS/ATIVOS;0,42;0,47;0,59;0,63;0,75;0,78;0,77;0,98;1,05;0,97
DEXP3;19;LIQ. CORRENTE;3,17;2,72;1,98;1,6;1,21;1,38;1,31;1,27;0,76;0,92
DEXP3;20;M.BRUTA;20,55%;18,33%;20,82%;21,71%;18,32%;17,20%;15,40%;21,08%;17,23%;13,93%
DEXP3;21;M.EBITDA;16,86%;14,55%;15,72%;20,16%;7,61%;-%;-%;-%;-%;-%
DEXP3;22;M.EBIT;15,24%;13,32%;14,32%;17,70%;6,23%;6,84%;22,11%;24,45%;1,50%;3,15%
DEXP3;23;M.LIQ;8,86%;7,14%;10,81%;11,99%;3,13%;0,93%;16,77%;12,01%;-10,27%;-5,49%
DEXP3;24;ROE;23,11%;26,26%;43,83%;46,31%;14,03%;4,22%;52,03%;272,23%;-181,71%;-109,91%
DEXP3;25;ROA;11,23%;11,46%;14,81%;14,09%;3,06%;0,80%;10,02%;7,23%;-5,75%;-2,93%
DEXP3;26;ROIC;19,07%;23,71%;28,29%;32,96%;11,35%;9,88%;21,27%;56,52%;2,53%;4,26%
DEXP3;27;GIRO ATIVOS;1,27;1,6;1,37;1,18;0,98;0,86;0,6;0,6;0,56;0,53
DEXP3;28;CAGR REC. 5;34,10%;34,10%;32,29%;20,13%;16,77%;16,05%;0,75%;-1,37%;-6,45%;-6,03%
DEXP3;29;CAGR LUCRO 5;14,48%;13,06%;29,54%;-%;-%;-%;-%;-%;-%;-%
DEXP4;0;D.Y;2,75%;6,52%;9,94%;6,12%;-%;-%;-%;-%;-%;-%
DEXP4;1;P/L;5,86;3,9;4,41;6,7;-;-;-;-;-;-
DEXP4;2;PEG RATIO;0,3;-0,18;-;-;-;-;-;-;-;-
DEXP4;3;P/VP;1,35;1,02;1,93;2,84;-;-;-;-;-;-
DEXP4;4;EV/EBITDA;2,94;2,47;4,38;3,96;-;-;-;-;-;-
DEXP4;5;EV/EBIT;3,25;2,69;4,81;4,52;-;-;-;-;-;-
DEXP4;6;P/EBITDA;3,08;1,92;3,03;3,99;-;-;-;-;-;-
DEXP4;7;P/EBIT;3,41;2,09;3,33;4,54;-;-;-;-;-;-
DEXP4;8;VPA;7,34;6,07;4,66;8,97;28,38;0,45;0,43;0,05;-0,06;0,05
DEXP4;9;P/ATIVO;0,66;0,45;0,65;0,94;-;-;-;-;-;-
DEXP4;10;LPA;1,7;1,59;2,04;3,8;3,98;0,02;0,23;0,15;-0,11;-0,06
DEXP4;11;P/SR;0,52;0,28;0,48;0,8;-;-;-;-;-;-
DEXP4;12;P/CAP. GIRO;1,47;1,19;2;5,82;-;-;-;-;-;-
DEXP4;13;P/ATIVO CIR. LIQ;-1,9;-1,11;-1,9;-1,61;-;-;-;-;-;-
DEXP4;14;DÍV. LIQ/PL;-0,18;0,19;0,57;0,37;1,02;1,03;0,66;9;-;11,95
DEXP4;15;DIV. LIQ/EBITDA;-0,4;0,36;0,9;0,47;2,98;-;-;-;-;-
DEXP4;16;DIV. LIQ/EBIT;-0,45;0,39;0,99;0,54;3,63;3,29;0,96;1,62;38,8;18,96
DEXP4;17;PL/ATIVOS;0,49;0,44;0,34;0,3;0,22;0,19;0,19;0,03;-0,03;0,03
